timestep,elites,commoners,nature,wealth
746,0,66834.7,4.71585,479.406
747,0,68122.7,3.92727,450.563
748,0,69442.7,3.21585,420.25
749,0,70786.7,2.58401,388.5
750,0,72154.7,2.03372,355.375
751,0,73546.7,1.56448,321.5
752,0,74898.7,1.17373,290.531
753,0,75778.7,0.858183,262.281
754,0,76242.7,0.617338,236.531
755,0,76346.7,0.440702,213.109
756,0,76122.7,0.314604,191.859
757,0,75626.7,0.226198,172.625
758,0,74882.7,0.164767,155.234
759,0,73938.7,0.12221,139.547
760,0,72818.7,0.092677,125.408
761,0,71554.7,0.0720852,112.681
762,0,70162.7,0.0576415,101.228
763,0,68674.7,0.0474715,90.9312
764,0,67106.7,0.0403075,81.6734
765,0,65474.7,0.0353103,73.3531
766,0,63794.7,0.031919,65.8843
767,0,62082.7,0.0297713,59.1734
768,0,60350.7,0.0286403,53.146
769,0,58606.7,0.0284018,47.732
770,0,56858.7,0.0290122,42.8726
771,0,55114.7,0.0305018,38.5093
772,0,53382.7,0.0329776,34.5952
773,0,51670.7,0.0366321,31.0835
774,0,49978.7,0.0417628,27.9331
775,0,48314.7,0.0488162,25.1089
776,0,46678.7,0.0584483,22.5777
777,0,45074.7,0.071609,20.312
778,0,43506.7,0.0896907,18.2867
779,0,41974.7,0.114723,16.48
780,0,40478.7,0.149713,14.8745
781,0,39022.7,0.199152,13.4546
782,0,37606.7,0.269781,12.2095
783,0,36230.7,0.371801,11.1324
784,0,34898.7,0.520753,10.2232
785,0,33606.7,0.740418,9.48685
786,0,32355.4,1.06744,8.94095
787,0,31147.4,1.55817,8.61575
788,0,29981.4,2.29889,8.56302
789,0,28859.4,3.42023,8.86478
790,0,27783.4,5.11465,9.64505
791,0,26753.4,7.6542,11.0874
792,0,25775.4,11.3905,13.4536
793,0,24855.4,16.705,17.0962
794,0,24003.4,23.8534,22.4458
795,0,23229.4,32.662,29.938
796,0,22553.4,42.2089,39.8478
797,0,21997.4,50.9081,52.047
798,0,21585.4,57.3495,65.8673
799,0,21341.4,61.2284,80.2892
800,0,21277.4,63.1933,94.4142
801,0,21393.4,64.0174,107.742
802,0,21677.4,64.1815,120.211
803,0,22103.4,63.9315,132.903
804,0,22529.4,63.3807,145.747
805,0,22965.4,62.7283,158.638
806,0,23409.4,62.033,171.513
807,0,23861.4,61.3182,184.356
808,0,24321.4,60.5838,197.153
809,0,24791.4,59.8377,209.903
810,0,25269.4,59.0799,222.575
811,0,25757.4,58.3065,235.169
812,0,26255.4,57.5174,247.669
813,0,26763.4,56.7127,260.044
814,0,27279.4,55.8963,272.294
815,0,27805.4,55.0643,284.388
816,0,28343.4,54.2205,296.325
817,0,28891.4,53.3572,308.106
818,0,29449.4,52.4783,319.669
819,0,30017.4,51.5877,331.013
820,0,30597.4,50.6815,342.138
821,0,31187.4,49.7596,352.981
822,0,31789.4,48.8221,363.544
823,0,32403.4,47.869,373.794
824,0,33028.6,46.8963,383.731
825,0,33668.6,45.908,393.294
826,0,34320.6,44.9041,402.481
827,0,34984.6,43.8846,411.263
828,0,35660.6,42.8455,419.606
829,0,36348.6,41.7947,427.481
830,0,37052.6,40.7244,434.856
831,0,37768.6,39.6385,441.7
832,0,38496.6,38.5369,447.95
833,0,39240.6,37.4197,453.606
834,0,39996.6,36.2869,458.638
835,0,40768.6,35.1424,462.981
836,0,41556.6,33.9822,466.606
837,0,42360.6,32.8065,469.481
838,0,43180.6,31.6151,471.544
839,0,44012.6,30.408,472.794
840,0,44864.6,29.1912,473.138
841,0,45732.6,27.9608,472.575
842,0,46616.6,26.7205,471.013
843,0,47516.6,25.4705,468.45
844,0,48432.6,24.2127,464.825
845,0,49368.6,22.949,460.075
846,0,50320.6,21.6815,454.169
847,0,51292.6,20.4119,447.075
848,0,52284.6,19.1424,438.731
849,0,53292.6,17.8768,429.075
850,0,54320.6,16.619,418.075
851,0,55368.6,15.3709,405.7
852,0,56436.6,14.1375,391.919
853,0,57528.6,12.9236,376.669
854,0,58640.6,11.7332,359.919
855,0,59772.6,10.5721,341.669
856,0,60928.6,9.44708,321.856
857,0,62104.6,8.36407,300.513
858,0,63304.6,7.32958,278.638
859,0,64404.6,6.35009,258.044
860,0,65188.6,5.44579,238.606
861,0,65689.8,4.64794,220.247
862,0,65929.8,3.96484,202.919
863,0,65937.8,3.3938,186.606
864,0,65729.8,2.92432,171.325
865,0,65329.8,2.54419,157.075
866,0,64757.8,2.24072,143.841
867,0,64033.8,2.00244,131.591
868,0,63177.8,1.81909,120.31
869,0,62205.8,1.68262,109.958
870,0,61137.8,1.58667,100.489
871,0,59985.8,1.52673,91.8565
872,0,58761.8,1.50012,84.0127
873,0,57481.8,1.50574,76.919
874,0,56157.8,1.54431,70.5205
875,0,54801.8,1.61817,64.7862
876,0,53421.8,1.73193,59.669
877,0,52029.8,1.89246,55.1416
878,0,50633.8,2.1098,51.1807
879,0,49237.8,2.39789,47.7666
880,0,47849.8,2.77533,44.8955
881,0,46477.8,3.26752,42.5674
882,0,45125.8,3.90717,40.8057
883,0,43801.8,4.73676,39.6416
884,0,42509.8,5.80951,39.1299
885,0,41253.8,7.18939,39.3448
886,0,40045.8,8.95013,40.3877
887,0,38889.8,11.166,42.3799
888,0,37793.8,13.8974,45.4659
889,0,36765.8,17.1689,49.794
890,0,35817.8,20.9365,55.4893
891,0,34961.8,25.0634,62.6299
892,0,34209.8,29.3115,71.2002
893,0,33577.8,33.3818,81.0596
894,0,33077.8,36.9872,91.9268
895,0,32718.1,39.9326,103.435
896,0,32508.1,42.1513,115.185
897,0,32448.1,43.6865,126.825
898,0,32534.1,44.6357,138.076
899,0,32760.1,45.1083,148.764
900,0,33116,45.1943,158.795
901,0,33588,44.9638,168.123
902,0,34164,44.4794,176.748
903,0,34828,43.7802,185.248
904,0,35500,42.9091,193.498
905,0,36184,41.9443,201.373
906,0,36884,40.9247,208.795
907,0,37596,39.8701,215.717
908,0,38324,38.7841,222.107
909,0,39064,37.6786,227.904
910,0,39820,36.5536,233.076
911,0,40588,35.4091,237.576
912,0,41372,34.2529,241.373
913,0,42172,33.081,244.42
914,0,42988,31.8935,246.685
915,0,43820,30.6904,248.123
916,0,44668,29.4736,248.685
917,0,45532,28.2451,248.326
918,0,46412,27.0068,247.014
919,0,47308,25.7587,244.685
920,0,48220,24.5029,241.31
921,0,49152,23.2411,236.826
922,0,50100,21.9736,232.107
923,0,50960,20.704,227.17
924,0,51724,19.4736,221.951
925,0,52396,18.3056,216.451
926,0,52976,17.2177,210.685
927,0,53464,16.2158,204.717
928,0,53864,15.3024,198.576
929,0,54172,14.4792,192.342
930,0,54392,13.7458,186.06
931,0,54528,13.1013,179.795
932,0,54580,12.5427,173.607
933,0,54552,12.069,167.529
934,0,54452,11.6774,161.639
935,0,54280,11.3649,155.967
936,0,54044,11.1306,150.545
937,0,53748,10.9724,145.42
938,0,53396,10.8903,140.607
939,0,52996,10.8835,136.154
940,0,52552,10.9519,132.076
941,0,52072,11.0964,128.389
942,0,51564,11.3171,125.123
943,0,51028,11.6149,122.287
944,0,50476,11.9919,119.896
945,0,49912,12.448,117.967
946,0,49340,12.9831,116.514
947,0,48768,13.5974,115.537
948,0,48204,14.2878,115.045
949,0,47648,15.0505,115.045
950,0,47112,15.8796,115.529
951,0,46596,16.7644,116.49
952,0,46108,17.694,117.92
953,0,45652,18.655,119.795
954,0,45232,19.6296,122.092
955,0,44852,20.6003,124.771
956,0,44516,21.5495,127.795
957,0,44224,22.4558,131.108
958,0,43984,23.3034,134.67
959,0,43792,24.0769,138.405
960,0,43652,24.7644,142.264
961,0,43564,25.3562,146.186
962,0,43528,25.8483,150.108
963,0,43540,26.2351,153.983
964,0,43600,26.5183,157.748
965,0,43708,26.6999,161.373
966,0,43856,26.7839,164.811
967,0,44044,26.778,168.014
968,0,44264,26.6862,170.983
969,0,44516,26.5202,173.67
970,0,44792,26.2858,176.077
971,0,45092,25.9929,178.186
972,0,45408,25.6472,179.983
973,0,45736,25.2585,181.467
974,0,46076,24.8347,182.639
975,0,46420,24.3815,183.498
976,0,46764,23.9069,184.061
977,0,47104,23.4167,184.327
978,0,47436,22.9187,184.311
979,0,47760,22.4167,184.03
980,0,48068,21.9167,183.498
981,0,48360,21.4245,182.717
982,0,48636,20.944,181.717
983,0,48888,20.4792,180.53
984,0,49120,20.0339,179.17
985,0,49328,19.6101,177.655
986,0,49508,19.2116,175.998
987,0,49664,18.8405,174.248
988,0,49792,18.4968,172.405
989,0,49892,18.1843,170.498
990,0,49968,17.905,168.561
991,0,50016,17.6569,166.592
992,0,50040,17.4421,164.639
993,0,50036,17.2624,162.702
994,0,50008,17.1179,160.811
995,0,49960,17.0065,158.983
996,0,49888,16.9304,157.233
997,0,49800,16.8874,155.577
998,0,49692,16.8776,154.03
999,0,49568,16.9011,152.592
